tc,beta,r_squared,slope,intercept,fit_points,is_valid
2.10000000,0.00000000,-inf,0.00000000,0.00000000,2 ,false
2.10500000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.11000000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.11500000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.12000000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.12500000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.13000000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.13500000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.14000000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.14500000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.15000000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.15500000,0.01028323,0.07277691,0.01028323,-0.17269756,4 ,true
2.16000000,0.01520273,0.10127922,0.01520273,-0.16081198,4 ,true
2.16500000,0.01951686,0.12320187,0.01951686,-0.15118961,4 ,true
2.17000000,0.02351761,0.14124876,0.02351761,-0.14284271,4 ,true
2.17500000,0.02731727,0.15659215,0.02731727,-0.13537511,4 ,true
2.18000000,0.03097398,0.16990011,0.03097398,-0.12857391,4 ,true
2.18500000,0.03452275,0.18160668,0.03452275,-0.12230655,4 ,true
2.19000000,0.03798671,0.19201608,0.03798671,-0.11648278,4 ,true
2.19500000,0.04138215,0.20135237,0.04138215,-0.11103737,4 ,true
2.20000000,0.04472100,0.20978642,0.04472100,-0.10592115,4 ,true
2.20500000,0.08145038,0.86376713,0.08145038,-0.03176609,5 ,true
2.21000000,0.09919971,0.84782689,0.09919971,0.00007352,5 ,true
2.21500000,0.11296745,0.83464810,0.11296745,0.02272169,5 ,true
2.22000000,0.12486419,0.82352903,0.12486419,0.04089108,5 ,true
2.22500000,0.13565317,0.81399486,0.13565317,0.05630682,5 ,true
2.23000000,0.14570654,0.80571323,0.14570654,0.06981880,5 ,true
2.23500000,0.15523587,0.79844233,0.15523587,0.08191482,5 ,true
2.24000000,0.16437346,0.79200087,0.16437346,0.09290303,5 ,true
2.24500000,0.17320770,0.78624970,0.17320770,0.10299147,5 ,true
2.25000000,0.18180059,0.78107993,0.18180059,0.11232776,5 ,true
2.25500000,0.10711733,0.81761426,0.10711733,-0.03725939,6 ,true
2.26000000,0.13193174,0.84584414,0.13193174,0.00605293,6 ,true
2.26500000,0.15107279,0.86042079,0.15107279,0.03669287,6 ,true
2.27000000,0.16748037,0.86901542,0.16748037,0.06104517,6 ,true
2.27500000,0.18223665,0.87434791,0.18223665,0.08148970,6 ,true
