temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.94683789,0.99637891,0.03725015,0.00727611
1.05000000,-1.94419531,0.99425195,0.05157602,0.01220517
1.10000000,-1.94177344,0.99443262,0.06294117,0.01250408
1.15000000,-1.93448047,0.99335547,0.07127211,0.01222961
1.20000000,-1.95506055,0.99477832,0.07845573,0.01021451
1.25000000,-1.93566797,0.99162305,0.11156039,0.01883275
1.30000000,-1.94316016,0.99057422,0.11729289,0.01801600
1.35000000,-1.77859961,0.40492969,1.20923472,33.12020262
1.40000000,-1.91757617,0.98501855,0.17579241,0.03273976
1.45000000,-1.91328906,0.98335254,0.19502672,0.03491500
1.50000000,-1.87551367,0.97287305,0.25169589,0.06390802
1.55000000,-1.87971680,0.97201172,0.26300041,0.05992969
1.60000000,-1.87479883,0.96992480,0.31006072,0.07214282
1.65000000,-1.86048242,0.96399023,0.33564984,0.09476570
1.70000000,-1.84849219,0.95785059,0.37956966,0.10911425
1.75000000,-1.80567969,0.94432227,0.43667084,0.17325882
1.80000000,-1.80384375,0.94159863,0.48069707,0.19366276
1.85000000,-1.77422656,0.92938281,0.53274834,0.25867961
1.90000000,-1.74090820,0.91459082,0.59104806,0.27317296
1.95000000,-1.71805078,0.90507129,0.68500969,0.41652902
2.00000000,-1.68086719,0.88292383,0.75647577,0.67415967
2.05000000,-1.58322461,0.80005469,1.18399267,6.05621687
2.10000000,-1.53275977,0.76763477,1.26781327,3.67091919
2.15000000,-1.56292188,0.81430957,1.05824546,1.30539625
2.20000000,-1.39544531,0.62270996,1.20268997,7.15717284
2.25000000,-1.36294922,0.56670703,1.66432338,18.01265336
2.30000000,-1.31421875,0.49577246,1.64188445,72.03222842
2.35000000,-1.21129687,0.37375098,1.09382508,28.05462766
2.40000000,-1.12542773,0.20981055,0.84910213,27.57170221
2.45000000,-1.10530664,0.16270898,0.80054867,16.24428249
2.50000000,-1.07750000,0.15535352,0.85218850,14.82958006
2.55000000,-1.02523047,0.13275195,0.70056305,10.27055912
2.60000000,-0.99462695,0.14519531,0.59530788,12.47325318
2.65000000,-0.96383984,0.14491016,0.58465858,11.58112612
2.70000000,-0.93862891,0.09762988,0.58499974,5.66488518
2.75000000,-0.90210742,0.10146191,0.46866289,5.95898820
2.80000000,-0.88064453,0.10283105,0.46717350,6.07285304
2.85000000,-0.85793945,0.08910938,0.41360023,4.43105570
2.90000000,-0.83186914,0.07751270,0.43103779,3.14619279
2.95000000,-0.82430273,0.08639648,0.38172317,3.94884981
3.00000000,-0.79831836,0.07719141,0.38465707,3.18193915
3.05000000,-0.78503906,0.07401758,0.34557259,2.77230325
3.10000000,-0.76251758,0.06889941,0.32268256,2.59280978
3.15000000,-0.74213867,0.07366113,0.30789296,2.80350911
3.20000000,-0.73195508,0.06937109,0.32016711,2.42237595
3.25000000,-0.71668945,0.06646094,0.28697004,2.12407678
3.30000000,-0.70200000,0.06785645,0.26884621,2.15808265
3.35000000,-0.69241211,0.06120996,0.25754928,1.82284977
3.40000000,-0.67318164,0.06187695,0.24227077,1.72242518
3.45000000,-0.66073047,0.06152539,0.24244564,1.73874610
3.50000000,-0.65661719,0.06026367,0.24760353,1.61023398
3.55000000,-0.63853320,0.05759375,0.21522979,1.53322344
3.60000000,-0.62345703,0.05138867,0.21983745,1.15872529
3.65000000,-0.61562500,0.05789746,0.21221969,1.43711587
3.70000000,-0.60427930,0.05627051,0.19863071,1.36940436
3.75000000,-0.59656055,0.05417969,0.20078480,1.20795000
3.80000000,-0.58654688,0.05177051,0.18328933,1.13306846
3.85000000,-0.57537109,0.05503320,0.17582958,1.25707683
3.90000000,-0.56968359,0.05052734,0.17489735,1.06912475
3.95000000,-0.55984570,0.05189648,0.16926352,1.08191972
4.00000000,-0.55236523,0.05056641,0.16661433,1.01437107
