temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
0.01000000,-1.52292378,0.18228044,9.79309333,29.03874560
0.06000000,-1.52201133,0.21242967,0.83516025,5.42568578
0.11000000,-1.51555556,0.16945744,0.00000000,2.31234883
0.16000000,-1.52311111,0.21911289,0.00000000,1.45092038
0.21000000,-1.52395711,0.17496144,0.07824986,2.19860534
0.26000000,-1.51542800,0.17538300,0.00522959,1.11759914
0.31000000,-1.51909844,0.20219522,0.05361710,2.09885230
0.36000000,-1.52129822,0.24658056,0.02310425,1.11911272
0.41000000,-1.52370044,0.22965889,0.01774609,0.89804646
0.46000000,-1.51873889,0.18533533,0.03491974,0.85904189
0.51000000,-1.53105889,0.27046944,0.04069246,1.12278008
0.56000000,-1.52872600,0.16594278,0.05953754,1.20211603
0.61000000,-1.52893022,0.19607378,0.08773375,1.38786721
0.66000000,-1.53382556,0.30461578,0.07891210,1.11556850
0.71000000,-1.53566156,0.24182178,0.09250994,1.41839363
0.76000000,-1.53082911,0.27261233,0.11198708,1.55911892
0.81000000,-1.52460689,0.21545822,0.13804499,2.63675647
0.86000000,-1.51562289,0.27311089,0.15571825,2.15327994
0.91000000,-1.51634889,0.28068989,0.16866485,1.64636321
0.96000000,-1.50733489,0.27967456,0.19147730,2.60891735
1.01000000,-1.49965956,0.27563767,0.21288034,2.39833859
1.06000000,-1.48703111,0.29008411,0.24916178,3.33687949
1.11000000,-1.48062844,0.27733611,0.28611771,5.77218275
1.16000000,-1.46051778,0.27817789,0.31349242,5.09556646
1.21000000,-1.45006933,0.37345700,0.33758348,4.93714325
1.26000000,-1.43148911,0.28491978,0.35665796,5.29744300
1.31000000,-1.40703844,0.30622844,0.40091408,5.79596484
1.36000000,-1.39402111,0.24026933,0.43317687,8.28821757
1.41000000,-1.36567911,0.27448133,0.49936614,10.89521777
1.46000000,-1.34463133,0.30841633,0.49264992,8.12797086
1.51000000,-1.32147533,0.25713767,0.51296170,11.25776648
1.56000000,-1.28225400,0.22036656,0.53790897,14.80189846
1.61000000,-1.25997667,0.17595800,0.51926703,14.21545458
1.66000000,-1.23224000,0.17029400,0.54936351,12.03639667
1.71000000,-1.20584556,0.17241822,0.55957633,13.32746752
1.76000000,-1.17322156,0.14974744,0.55190602,11.39447575
1.81000000,-1.15083222,0.12030344,0.54348304,8.91539857
1.86000000,-1.12468489,0.11980456,0.52895933,8.52238029
1.91000000,-1.09376267,0.12239089,0.53796537,8.22609611
1.96000000,-1.07069889,0.10797122,0.50739577,7.49292477
2.01000000,-1.04828444,0.10140767,0.51733884,6.67070895
2.06000000,-1.02052311,0.10064911,0.47867853,6.28589911
2.11000000,-0.99784222,0.09355600,0.47874184,5.24508917
2.16000000,-0.97005378,0.08715522,0.44565267,4.70507626
2.21000000,-0.94723067,0.08205589,0.41901874,4.04582286
2.26000000,-0.92923289,0.08198044,0.41942218,4.02929718
2.31000000,-0.90643556,0.07725511,0.39499874,3.52015752
2.36000000,-0.88861156,0.07520444,0.39993696,3.20863140
2.41000000,-0.86706111,0.07282256,0.36855485,3.01106615
2.46000000,-0.84909178,0.06844867,0.35845363,2.66170116
2.51000000,-0.83296644,0.06872478,0.34427406,2.60261045
2.56000000,-0.81437867,0.06466889,0.32410570,2.26953556
2.61000000,-0.79825489,0.06368200,0.32637193,2.17613594
2.66000000,-0.78294756,0.06471622,0.31068884,2.17051998
2.71000000,-0.76747822,0.06084689,0.29712020,1.89989153
2.76000000,-0.75013222,0.05913267,0.28919750,1.74088299
2.81000000,-0.73790956,0.05764489,0.27358284,1.64430614
2.86000000,-0.72461689,0.05712500,0.26932631,1.61033142
2.91000000,-0.71208578,0.05659767,0.25884957,1.54219305
2.96000000,-0.69750844,0.05587144,0.25171641,1.46385731
3.01000000,-0.68660667,0.05417856,0.24221621,1.35478538
3.06000000,-0.67504556,0.05389911,0.23719470,1.32017163
3.11000000,-0.66482378,0.05176611,0.21992233,1.20342730
3.16000000,-0.65366244,0.05303167,0.21549689,1.22753526
3.21000000,-0.64258956,0.04977689,0.21077144,1.08102615
3.26000000,-0.63199911,0.04967544,0.19780483,1.06064303
3.31000000,-0.62102400,0.04895600,0.19801324,1.01309475
3.36000000,-0.61103200,0.04908122,0.19108072,1.00532014
3.41000000,-0.60225556,0.04817656,0.18489888,0.94776742
3.46000000,-0.59228667,0.04764767,0.17849404,0.91855389
3.51000000,-0.58448044,0.04699711,0.17119393,0.88827568
3.56000000,-0.57527911,0.04609111,0.17004061,0.84190316
3.61000000,-0.56899000,0.04580867,0.16252211,0.81128883
3.66000000,-0.55953800,0.04508178,0.15787282,0.78419493
