tc,beta,r_squared,slope,intercept,fit_points,is_valid
1.71000000,0.10674959,0.38696343,0.10674959,-0.34699141,7 ,true
1.71010000,0.07173493,0.82859530,0.07173493,-0.40739920,8 ,true
1.71020000,0.07883713,0.83269347,0.07883713,-0.39506050,8 ,true
1.71030000,0.08363063,0.83497482,0.08363063,-0.38679916,8 ,true
1.71040000,0.08737013,0.83648298,0.08737013,-0.38039570,8 ,true
1.71050000,0.09048783,0.83755865,0.09048783,-0.37508701,8 ,true
1.71060000,0.09318910,0.83835744,0.09318910,-0.37051089,8 ,true
1.71070000,0.09558918,0.83896383,0.09558918,-0.36646432,8 ,true
1.71080000,0.09775979,0.83942892,0.09775979,-0.36282102,8 ,true
1.71090000,0.09974890,0.83978602,0.09974890,-0.35949658,8 ,true
1.71100000,0.10159031,0.84005804,0.10159031,-0.35643158,8 ,true
1.71110000,0.10330880,0.84026146,0.10330880,-0.35358242,8 ,true
1.71120000,0.10492317,0.84040849,0.10492317,-0.35091609,8 ,true
1.71130000,0.10644803,0.84050844,0.10644803,-0.34840693,8 ,true
1.71140000,0.10789496,0.84056858,0.10789496,-0.34603457,8 ,true
1.71150000,0.10927336,0.84059469,0.10927336,-0.34378253,8 ,true
1.71160000,0.11059093,0.84059143,0.11059093,-0.34163728,8 ,true
1.71170000,0.11185408,0.84056262,0.11185408,-0.33958756,8 ,true
1.71180000,0.11306823,0.84051143,0.11306823,-0.33762390,8 ,true
1.71190000,0.11423798,0.84044051,0.11423798,-0.33573820,8 ,true
1.71200000,0.11536726,0.84035211,0.11536726,-0.33392356,8 ,true
1.71210000,0.11645950,0.84024815,0.11645950,-0.33217396,8 ,true
1.71220000,0.11751768,0.84013026,0.11751768,-0.33048418,8 ,true
1.71230000,0.11854443,0.83999987,0.11854443,-0.32884963,8 ,true
1.71240000,0.11954204,0.83985824,0.11954204,-0.32726625,8 ,true
1.71250000,0.12051259,0.83970643,0.12051259,-0.32573044,8 ,true
1.71260000,0.12145788,0.83954542,0.12145788,-0.32423899,8 ,true
1.71270000,0.12237959,0.83937604,0.12237959,-0.32278901,8 ,true
1.71280000,0.12327917,0.83919906,0.12327917,-0.32137790,8 ,true
1.71290000,0.12415797,0.83901514,0.12415797,-0.32000333,8 ,true
1.71300000,0.12501721,0.83882488,0.12501721,-0.31866317,8 ,true
1.71310000,0.12585798,0.83862882,0.12585798,-0.31735547,8 ,true
1.71320000,0.12668130,0.83842745,0.12668130,-0.31607847,8 ,true
1.71330000,0.12748809,0.83822121,0.12748809,-0.31483054,8 ,true
1.71340000,0.12827920,0.83801051,0.12827920,-0.31361020,8 ,true
1.71350000,0.12905541,0.83779569,0.12905541,-0.31241608,8 ,true
1.71360000,0.12981745,0.83757710,0.12981745,-0.31124690,8 ,true
1.71370000,0.13056598,0.83735504,0.13056598,-0.31010150,8 ,true
1.71380000,0.13130162,0.83712978,0.13130162,-0.30897880,8 ,true
1.71390000,0.13202495,0.83690157,0.13202495,-0.30787777,8 ,true
1.71400000,0.13273651,0.83667065,0.13273651,-0.30679749,8 ,true
1.71410000,0.13343678,0.83643724,0.13343678,-0.30573707,8 ,true
1.71420000,0.13412625,0.83620154,0.13412625,-0.30469570,8 ,true
1.71430000,0.13480535,0.83596371,0.13480535,-0.30367260,8 ,true
1.71440000,0.13547449,0.83572395,0.13547449,-0.30266706,8 ,true
1.71450000,0.13613405,0.83548239,0.13613405,-0.30167840,8 ,true
1.71460000,0.13678439,0.83523920,0.13678439,-0.30070600,8 ,true
1.71470000,0.13742586,0.83499450,0.13742586,-0.29974924,8 ,true
