temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.50000000,-1.95011719,0.98615796,0.20191771,0.02850524
1.55000000,-1.93941016,0.98295581,0.23649367,0.03572880
1.60000000,-1.92761035,0.97939038,0.26735057,0.04510134
1.65000000,-1.91448779,0.97529883,0.30316207,0.05520908
1.70000000,-1.89691553,0.96966992,0.32568201,0.06613715
1.75000000,-1.77349658,0.09390015,0.47738500,22.87174448
1.80000000,-1.75369336,0.11797290,0.46144685,44.24943841
1.85000000,-1.83654297,0.94852856,0.49042709,0.14807354
1.90000000,-1.80921729,0.93769238,0.54902162,0.23080323
1.95000000,-1.77888525,0.92541284,0.63376565,0.33062712
2.00000000,-1.74742773,0.91291846,0.68635551,0.31901433
2.05000000,-1.70282324,0.88694922,0.79626759,0.83025163
2.10000000,-1.66216162,0.86636133,0.91877802,1.06067994
2.15000000,-1.60840430,0.83040039,1.14977265,2.01003743
2.20000000,-1.55555469,0.79977905,1.12608427,2.16953202
2.25000000,-1.46648730,0.71224048,1.80691938,6.68282882
2.30000000,-1.32119287,0.15939307,1.16555544,59.75484931
2.35000000,-1.25588867,0.18770654,1.57384429,37.39311119
2.40000000,-1.20582568,0.13593066,0.94038392,37.34322957
2.45000000,-1.15619385,0.13406860,0.96421035,41.15327862
2.50000000,-1.10630322,0.10420239,0.80852146,20.70237675
2.55000000,-1.06402344,0.08616528,0.77068279,18.53428060
2.60000000,-1.02608057,0.07562573,0.65914060,12.59439210
2.65000000,-0.99269580,0.07074634,0.67940970,11.38906513
2.70000000,-0.96457910,0.06296265,0.62257403,9.07354644
2.75000000,-0.93209180,0.06071997,0.55812322,8.41598682
2.80000000,-0.91167920,0.05711938,0.51585243,6.78751592
2.85000000,-0.88517578,0.04561890,0.51405509,4.57869109
2.90000000,-0.86150488,0.05032251,0.48280797,5.14667910
2.95000000,-0.83776660,0.04897363,0.43182045,4.56501675
3.00000000,-0.81915625,0.04538525,0.40388374,4.25000774
