temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.20000000,-1.90222461,0.57183952,0.10654419,14.22988969
1.22000000,-1.98723893,0.99666667,0.07121076,0.00644368
1.24000000,-1.98540885,0.99616439,0.07947796,0.00749937
1.26000000,-1.89561003,0.30833757,0.12429756,3.60309921
1.28000000,-1.98214062,0.99528060,0.09433680,0.00907796
1.30000000,-1.98012240,0.99471257,0.10876990,0.01126451
1.32000000,-1.97809896,0.99418001,0.11243312,0.01155857
1.34000000,-1.88497201,0.24374902,0.14116394,10.13388147
1.36000000,-1.88160547,0.33146647,0.15405141,4.92600920
1.38000000,-1.87714583,0.31498698,0.16756096,3.58417541
1.40000000,-1.96862760,0.99154753,0.14275675,0.01663190
1.42000000,-1.87255143,0.10148275,0.17352620,4.14084552
1.44000000,-1.95454102,0.96226042,0.89405609,14.21280620
1.46000000,-1.86279102,0.05947266,0.20920195,13.00543959
1.48000000,-1.95548893,0.98774772,0.18341346,0.02440444
1.50000000,-1.95169336,0.98671029,0.18836952,0.02477741
1.52000000,-1.94716081,0.98530306,0.19985234,0.02903397
1.54000000,-1.84482682,0.27533887,0.25370990,5.01513298
1.56000000,-1.93846940,0.98276107,0.21819411,0.03345776
1.58000000,-1.93400977,0.98138639,0.24210987,0.03804851
1.60000000,-1.82877018,0.18724512,0.25533883,11.62099783
1.62000000,-1.92301888,0.97808952,0.28135694,0.04764125
1.64000000,-1.91775130,0.97640007,0.27364047,0.04648715
1.66000000,-1.81119206,0.10404134,0.31642031,9.52875618
1.68000000,-1.85413346,0.75041992,3.59630453,141.90663311
1.70000000,-1.89791146,0.96991504,0.33914248,0.06990024
1.72000000,-1.89189714,0.96792969,0.35406824,0.07588209
1.74000000,-1.88381315,0.96558691,0.34674578,0.07433185
1.76000000,-1.87756771,0.96327311,0.39049377,0.08943780
1.78000000,-1.76150000,0.11051432,0.43450290,32.56705913
1.80000000,-1.85895052,0.95658529,0.45377652,0.11520715
1.82000000,-1.85016276,0.95360352,0.47093744,0.12960573
1.84000000,-1.84096159,0.95025846,0.48582723,0.14482949
1.86000000,-1.83210937,0.94671289,0.52335229,0.18041340
1.88000000,-1.82137044,0.94306250,0.54761960,0.17741422
1.90000000,-1.69634635,0.09095801,0.60160783,26.00129564
1.92000000,-1.72318945,0.59079362,2.75484426,125.09680024
1.94000000,-1.78492057,0.92735905,0.60520280,0.30666570
1.96000000,-1.76769922,0.91821387,0.72320055,0.47955098
1.98000000,-1.75655078,0.91503548,0.76646762,0.45517510
2.00000000,-1.74383464,0.90941895,0.77422704,0.45976265
2.02000000,-1.72788086,0.90148438,0.80355892,0.54579517
2.04000000,-1.71920247,0.90066829,0.94097609,0.44866151
2.06000000,-1.69676107,0.88788314,0.87341120,0.57265721
2.08000000,-1.67919076,0.87758138,0.85206817,0.70541765
2.10000000,-1.66364323,0.86907324,1.07588902,1.27666122
2.12000000,-1.53834049,0.25337858,1.01899092,14.49061726
2.14000000,-1.61417253,0.83085937,1.10591989,2.78292811
2.16000000,-1.60473177,0.83720833,1.00135149,1.30447326
2.18000000,-1.57420638,0.80203678,1.28947389,3.99270098
2.20000000,-1.53969336,0.77302376,1.39355255,5.76384589
2.22000000,-1.53122396,0.78564681,1.30041937,2.64263061
2.24000000,-1.50402214,0.75881315,1.18984553,2.74190219
2.26000000,-1.43866081,0.62445313,1.40170286,14.34230688
2.28000000,-1.39328971,0.58303158,1.55130794,12.47289709
2.30000000,-1.36334766,0.52323828,1.90035004,24.52297167
2.32000000,-1.32131901,0.32045671,1.66334594,116.59675366
2.34000000,-1.27807357,0.21460352,1.50225225,115.87814721
2.36000000,-1.25215951,0.11024056,1.01992102,31.48213642
2.38000000,-1.23439063,0.24358496,1.37729707,36.00394373
2.40000000,-1.21670052,0.17869954,1.16736807,17.44810007
2.42000000,-1.17540690,0.16584277,0.86129090,24.39252437
2.44000000,-1.15033659,0.10084538,0.93142455,23.98670866
2.46000000,-1.14467448,0.12634245,0.98234254,24.52280392
2.48000000,-1.12171680,0.10816178,0.80863492,25.30231007
2.50000000,-1.11398307,0.10189421,0.87654970,25.24066026
2.52000000,-1.09171484,0.07799089,0.87607728,16.94908079
2.54000000,-1.07673438,0.08316211,0.71550175,15.87892076
2.56000000,-1.05878971,0.09038151,0.80564682,17.51881511
2.58000000,-1.04381120,0.07355632,0.70454895,11.78604637
2.60000000,-1.02694922,0.08771322,0.66508228,17.06826440
