temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.10000000,-1.89922803,0.31033618,0.08371710,6.42338096
1.10500000,-1.97692676,0.99729370,0.04789416,0.00516402
1.11000000,-1.96429150,0.99673853,0.05505625,0.00715423
1.11500000,-1.88900830,0.11953931,0.08985520,11.91070875
1.12000000,-1.96841455,0.99658105,0.05455798,0.00669032
1.12500000,-1.96865918,0.99674658,0.05298874,0.00622086
1.13000000,-1.97103711,0.99678613,0.05745738,0.00677309
1.13500000,-1.89204590,0.25625806,0.09669911,16.89377308
1.14000000,-1.96949463,0.99662378,0.05783508,0.00657311
1.14500000,-1.96477197,0.99623389,0.06044471,0.00737806
1.15000000,-1.97658350,0.99683862,0.05917278,0.00633012
1.15500000,-1.97269287,0.99665894,0.05819177,0.00660232
1.16000000,-1.96395947,0.99600098,0.06551466,0.00797658
1.16500000,-1.97025635,0.99627661,0.06364288,0.00748747
1.17000000,-1.96869727,0.99586792,0.06116077,0.00751168
1.17500000,-1.96280713,0.99533667,0.06748724,0.00880855
1.18000000,-1.88693994,0.44308105,0.10726392,8.31345844
1.18500000,-1.96152686,0.99490137,0.06922548,0.00940849
1.19000000,-1.89181348,0.56379468,0.10772023,1.47764989
1.19500000,-1.96519580,0.99541235,0.07613919,0.00938160
1.20000000,-1.96652148,0.99546533,0.07667772,0.00918183
1.20500000,-1.96800146,0.99548389,0.07841683,0.00919914
1.21000000,-1.96536768,0.99517969,0.08075745,0.00998161
1.21500000,-1.88222607,0.21076538,0.11348070,4.92329061
1.22000000,-1.96395898,0.99493628,0.08419319,0.01037496
1.22500000,-1.87854248,0.34412036,0.13419732,33.48074392
1.23000000,-1.95790918,0.99398755,0.08788946,0.01205397
1.23500000,-1.96690771,0.99483398,0.08154693,0.00996695
1.24000000,-1.95334033,0.99330786,0.09445493,0.01423243
1.24500000,-1.95765674,0.99337134,0.09216273,0.01237395
1.25000000,-1.96086914,0.99394922,0.09754525,0.01285495
1.25500000,-1.96377539,0.99411084,0.09017011,0.01205279
1.26000000,-1.87872412,0.29193384,0.13589134,8.38024416
1.26500000,-1.87185547,0.45009229,0.13757001,7.64264875
1.27000000,-1.87308936,0.26442017,0.14282336,13.21590178
1.27500000,-1.95997949,0.99343042,0.09754815,0.01292121
1.28000000,-1.87620410,0.31856738,0.14841249,7.59355509
