temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.93890370,0.90359111,0.03980437,0.44509709
1.05000000,-1.92223407,0.84370370,0.05953740,1.94239067
1.10000000,-1.94939852,0.99502815,0.05750479,0.00940822
1.15000000,-1.94617185,0.99451556,0.07269560,0.01108979
1.20000000,-1.92708444,0.92562222,0.09143336,0.28125062
1.25000000,-1.90824000,0.84782074,0.38546844,13.60027713
1.30000000,-1.89990815,0.82740444,0.20041846,5.84856220
1.35000000,-1.92221037,0.98021037,0.35336653,1.93736328
1.40000000,-1.91718222,0.98443111,0.16903131,0.03249790
1.45000000,-1.88926815,0.89850815,0.21693457,1.60080362
1.50000000,-1.89810370,0.97819111,0.23972999,0.04755415
1.55000000,-1.86876741,0.89859111,0.28234237,4.10505819
1.60000000,-1.85545185,0.90449185,0.49679096,6.83269536
1.65000000,-1.84757333,0.93170667,0.60390310,7.99123621
1.70000000,-1.82001481,0.89136889,0.59490847,9.62671212
1.75000000,-1.81514963,0.94764000,0.42159685,0.14301294
1.80000000,-1.79328000,0.93890222,0.47409344,0.18422928
1.85000000,-1.76856296,0.92861185,0.54818255,0.23352518
1.90000000,-1.73578370,0.91321333,0.65185704,0.34762368
1.95000000,-1.70544000,0.89863259,0.75191967,0.52024914
2.00000000,-1.66573037,0.87600000,0.81156061,0.81756976
2.05000000,-1.62060148,0.85043111,0.99061061,1.05986182
2.10000000,-1.56395259,0.80440593,1.15283624,2.69468650
2.15000000,-1.49805333,0.73683704,1.51253086,6.75343063
2.20000000,-1.43078222,0.66444296,1.50694616,24.66435662
2.25000000,-1.34801778,0.53644741,1.52123704,31.73847116
2.30000000,-1.25949037,0.37182074,1.43093132,37.19641044
2.35000000,-1.19496889,0.29634667,1.11578283,32.64633188
2.40000000,-1.14748741,0.25199556,0.93045005,25.68125035
2.45000000,-1.10043259,0.20698519,0.85119739,21.20874595
2.50000000,-1.06138963,0.17490222,0.80556895,14.72838053
2.55000000,-1.02558519,0.15340593,0.60230911,11.43801328
2.60000000,-0.99030815,0.13948148,0.60167613,9.21242455
2.65000000,-0.96223407,0.11809185,0.59375191,7.22045803
2.70000000,-0.93137481,0.11438370,0.54668394,6.60783772
2.75000000,-0.91012444,0.10938815,0.47580313,5.78901462
2.80000000,-0.88453926,0.10369185,0.50052668,5.20614071
2.85000000,-0.86283852,0.10058815,0.44640021,4.84718951
2.90000000,-0.83871704,0.09295259,0.43073156,4.09504516
2.95000000,-0.82057778,0.09091407,0.41109095,3.90273253
3.00000000,-0.80139852,0.08421037,0.39015097,3.23772720
3.05000000,-0.78175704,0.08258667,0.34382703,3.07108737
3.10000000,-0.76535407,0.08168000,0.33272320,2.97961539
3.15000000,-0.74602370,0.07910815,0.30737793,2.67034552
3.20000000,-0.73030815,0.07435556,0.30732711,2.40706488
3.25000000,-0.71987556,0.07156148,0.28925044,2.20128714
3.30000000,-0.70155556,0.06924000,0.27544111,2.06635881
3.35000000,-0.68900148,0.06816148,0.27357970,1.91390868
3.40000000,-0.67454815,0.06562815,0.26685572,1.74984963
3.45000000,-0.66315259,0.06317333,0.23808566,1.64846393
3.50000000,-0.65040296,0.06412296,0.23115920,1.61106100
3.55000000,-0.64116148,0.06369185,0.22642376,1.57817736
3.60000000,-0.62731556,0.06026815,0.21629847,1.39993098
3.65000000,-0.61951111,0.05740444,0.21522553,1.28508615
3.70000000,-0.60936000,0.06017778,0.20015078,1.36103920
3.75000000,-0.59780741,0.05940444,0.19211237,1.30611913
3.80000000,-0.58728000,0.05512741,0.18406135,1.12038055
3.85000000,-0.57708148,0.05694963,0.18850467,1.16930121
3.90000000,-0.56966815,0.05710370,0.17650549,1.16327607
3.95000000,-0.56112000,0.05424593,0.16993912,1.03849144
4.00000000,-0.55138074,0.05353926,0.16509200,1.02654127
