temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.55957156,0.46430711,0.19497495,2.82961530
1.10000000,-1.53478489,0.31881533,0.26229445,3.32971948
1.20000000,-1.51852385,0.53287659,0.33420437,6.31884213
1.30000000,-1.48618370,0.43939556,0.37422044,8.22443265
1.40000000,-1.44467274,0.44437993,0.45562183,7.93260945
1.50000000,-1.39781393,0.44270652,0.53466107,12.78288815
1.60000000,-1.34406874,0.36879333,0.60895133,17.39569934
1.70000000,-1.27487363,0.26271230,0.64151704,23.22109804
1.80000000,-1.21171259,0.20148430,0.61647447,19.54796862
1.90000000,-1.14712341,0.14573874,0.58455408,13.81125256
2.00000000,-1.09221852,0.13141696,0.58467606,10.75928670
2.10000000,-1.03540904,0.11035267,0.51790117,7.52803834
2.20000000,-0.98759630,0.10195430,0.48567072,6.30920347
2.30000000,-0.93897422,0.08811274,0.44332259,4.63859908
2.40000000,-0.89565422,0.08211726,0.40593141,3.91917891
2.50000000,-0.85437407,0.07576578,0.37712539,3.12939297
2.60000000,-0.82194044,0.07133415,0.34936749,2.70161439
2.70000000,-0.78814844,0.06712363,0.32377053,2.30304865
2.80000000,-0.75660667,0.06355607,0.29977458,2.01328218
2.90000000,-0.72713289,0.06018289,0.26426136,1.74891884
3.00000000,-0.70209793,0.05800341,0.25086620,1.58178094
3.10000000,-0.67727244,0.05571133,0.23756246,1.39422877
3.20000000,-0.65382993,0.05405630,0.21989849,1.29313735
3.30000000,-0.63350311,0.05164696,0.20940376,1.13276541
3.40000000,-0.61283837,0.05053496,0.19183784,1.05804723
3.50000000,-0.59272874,0.04984526,0.18024212,0.99613509
3.60000000,-0.57592267,0.04786741,0.17382411,0.90309411
3.70000000,-0.56032207,0.04746407,0.16080619,0.85083384
3.80000000,-0.54340474,0.04585770,0.14994372,0.77215046
3.90000000,-0.52922474,0.04536644,0.14368491,0.74179863
4.00000000,-0.51521185,0.04470089,0.13691653,0.70333132
