tc,beta,r_squared,slope,intercept,fit_points,is_valid
2.10000000,0.00000000,-inf,0.00000000,0.00000000,2 ,false
2.10010000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10020000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10030000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10040000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10050000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10060000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10070000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10080000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10090000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10100000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10110000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10120000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10130000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10140000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10150000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10160000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10170000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10180000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10190000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10200000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10210000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10220000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10230000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10240000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10250000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10260000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10270000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10280000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10290000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10300000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10310000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10320000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10330000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10340000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10350000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10360000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10370000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10380000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10390000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10400000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10410000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10420000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10430000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10440000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10450000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10460000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10470000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10480000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10490000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10500000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10510000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10520000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10530000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10540000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
2.10550000,0.00000000,-inf,0.00000000,0.00000000,3 ,false
