temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.50000000,-1.95171875,0.98666536,0.19689630,0.02671923
1.50100000,-1.94977865,0.98605208,0.19726552,0.02881072
1.50200000,-1.94931250,0.98604818,0.20633430,0.02792489
1.50300000,-1.95166406,0.98673698,0.20009321,0.02661391
1.50400000,-1.95129687,0.98656120,0.19479979,0.02614493
1.50500000,-1.95099740,0.98637500,0.20332744,0.02869106
1.50600000,-1.94878906,0.98571875,0.19691620,0.02996691
1.50700000,-1.94953385,0.98602214,0.21021508,0.02849927
1.50800000,-1.94944010,0.98599219,0.19099517,0.02759177
1.50900000,-1.94968229,0.98608594,0.20983039,0.02936709
1.51000000,-1.94761979,0.98536328,0.19744506,0.02922349
1.51100000,-1.94722396,0.98232161,0.29696571,0.39844103
1.51200000,-1.94925260,0.98599089,0.18886828,0.02591814
1.51300000,-1.94941146,0.98599349,0.18874366,0.02582646
1.51400000,-1.94762500,0.98561719,0.19822832,0.02664585
1.51500000,-1.94986979,0.98620443,0.19852054,0.02622212
1.51600000,-1.94961979,0.98600000,0.19015410,0.02658735
1.51700000,-1.94740885,0.98539844,0.20488963,0.02832505
1.51800000,-1.94799740,0.98563672,0.18287341,0.02493177
1.51900000,-1.94765885,0.98553776,0.22452508,0.03129349
1.52000000,-1.94575000,0.98494141,0.20933958,0.02924351
1.52100000,-1.94755729,0.98545313,0.22428998,0.03137489
1.52200000,-1.94721094,0.98543750,0.21162957,0.02993953
1.52300000,-1.94657813,0.98524609,0.20917742,0.02988658
1.52400000,-1.94535938,0.98474089,0.22234554,0.03204348
1.52500000,-1.94613281,0.98509375,0.21009070,0.02915448
1.52600000,-1.94566927,0.98489193,0.21639839,0.03146490
1.52700000,-1.94349219,0.98417578,0.22694741,0.03487468
1.52800000,-1.94625260,0.98508724,0.20920083,0.02970510
1.52900000,-1.94634375,0.98503516,0.19700092,0.02906249
1.53000000,-1.94447917,0.98456120,0.23743420,0.03361140
1.53100000,-1.94430469,0.98439193,0.22130076,0.03338111
1.53200000,-1.94612500,0.98510677,0.20912611,0.02914463
1.53300000,-1.94375521,0.98427734,0.20080621,0.02942428
1.53400000,-1.94482552,0.98458203,0.22105812,0.03338247
1.53500000,-1.94314583,0.98403125,0.22004883,0.03301360
1.53600000,-1.94178646,0.98382292,0.20784709,0.02977524
1.53700000,-1.94336458,0.98408594,0.21658607,0.03268194
1.53800000,-1.94253646,0.98398307,0.23049949,0.03273089
1.53900000,-1.94272396,0.98396354,0.22789938,0.03454189
1.54000000,-1.94158333,0.98365495,0.21879971,0.03223946
1.54100000,-1.94308854,0.98414453,0.21586140,0.03152058
1.54200000,-1.94575521,0.98502865,0.22255999,0.03149994
1.54300000,-1.94129948,0.98362240,0.22899692,0.03355759
1.54400000,-1.92283854,0.94109375,1.37396522,10.31664508
1.54500000,-1.94043229,0.98318099,0.21899972,0.03582188
1.54600000,-1.94311458,0.98420052,0.22204775,0.03198784
1.54700000,-1.94161719,0.98361719,0.20282489,0.02958714
1.54800000,-1.94150260,0.98368880,0.21122845,0.03096376
1.54900000,-1.94058854,0.98333724,0.24759769,0.03776551
1.55000000,-1.94121875,0.98358594,0.22071863,0.03210883
1.55100000,-1.94050260,0.98338021,0.23076669,0.03364239
1.55200000,-1.93918750,0.98302474,0.24369114,0.03508592
1.55300000,-1.93928385,0.98303385,0.24046690,0.03418238
1.55400000,-1.93925781,0.98196875,0.27471301,0.11728346
1.55500000,-1.94022656,0.98337760,0.21458712,0.03035040
1.55600000,-1.93935156,0.98294792,0.23620965,0.03482686
1.55700000,-1.93832031,0.98274609,0.22154133,0.03311936
1.55800000,-1.93856510,0.98271354,0.23578166,0.03618179
1.55900000,-1.93620313,0.98206901,0.24292458,0.03711654
1.56000000,-1.93750781,0.98242839,0.21376508,0.03246358
1.56100000,-1.93816406,0.98257292,0.22597671,0.03594956
1.56200000,-1.93788021,0.98251953,0.25759754,0.03903791
1.56300000,-1.94023698,0.98316536,0.22062720,0.03593457
1.56400000,-1.93986979,0.98325911,0.23113333,0.03314379
1.56500000,-1.93693490,0.98222396,0.25734164,0.03869242
1.56600000,-1.93683333,0.98218880,0.23384107,0.03772822
1.56700000,-1.93580990,0.98189844,0.22630506,0.03491987
1.56800000,-1.79755469,0.39770312,3.61871445,115.76566240
1.56900000,-1.93565885,0.98191406,0.23174369,0.03545351
1.57000000,-1.93492708,0.98167057,0.23069410,0.03575014
1.57100000,-1.93539323,0.98164193,0.26688120,0.04442798
1.57200000,-1.93791667,0.98260938,0.22208877,0.03389422
1.57300000,-1.93456250,0.98152604,0.25392298,0.03992907
1.57400000,-1.93437760,0.98159766,0.25156062,0.03846998
1.57500000,-1.93390885,0.98133594,0.23530377,0.03707390
1.57600000,-1.93564323,0.98203906,0.23390163,0.03347143
1.57700000,-1.93747135,0.98244401,0.22152874,0.03380101
1.57800000,-1.93178906,0.98070443,0.25007872,0.03961891
1.57900000,-1.93288281,0.98115885,0.24718209,0.03712584
1.58000000,-1.93354687,0.98129036,0.24469312,0.03875850
1.58100000,-1.93283333,0.98092318,0.27317779,0.04443028
1.58200000,-1.93333594,0.98131250,0.23735166,0.03483207
1.58300000,-1.93327083,0.98128125,0.23640042,0.03601814
1.58400000,-1.93372917,0.98136849,0.25139849,0.03886304
1.58500000,-1.93197135,0.98088672,0.25468064,0.03833844
1.58600000,-1.93256250,0.98092057,0.25941681,0.04128364
1.58700000,-1.93213021,0.98073307,0.26593076,0.04308366
1.58800000,-1.93240365,0.98094010,0.27371834,0.04322890
1.58900000,-1.92941146,0.97993880,0.26816231,0.04419146
1.59000000,-1.92969271,0.97983594,0.27165492,0.04832700
1.59100000,-1.92984375,0.98013802,0.27694969,0.04464401
1.59200000,-1.93049479,0.98030208,0.25775475,0.04079492
1.59300000,-1.93196615,0.98089583,0.23067850,0.03633128
1.59400000,-1.92953646,0.97987500,0.24604663,0.04503440
1.59500000,-1.92905729,0.98011068,0.25438264,0.03927734
1.59600000,-1.93082031,0.98028385,0.25855373,0.04421627
1.59700000,-1.93034635,0.98021354,0.22283324,0.03648832
1.59800000,-1.92907031,0.97966797,0.26402045,0.04448407
1.59900000,-1.92929167,0.97990755,0.23515957,0.03867189
1.60000000,-1.92793750,0.97975781,0.24615456,0.03777874
1.60100000,-1.92592969,0.97754818,0.30387961,0.12813763
1.60200000,-1.92892708,0.97987891,0.23503687,0.03817525
1.60300000,-1.92771615,0.97937630,0.26054940,0.04333301
1.60400000,-1.92800781,0.97972917,0.26904555,0.04192792
1.60500000,-1.92758594,0.97928385,0.28061174,0.04852339
1.60600000,-1.92621094,0.97881901,0.25940680,0.04608825
1.60700000,-1.92576302,0.97874870,0.28162450,0.04642067
1.60800000,-1.92738281,0.97937109,0.27618168,0.04376431
1.60900000,-1.92434896,0.97834505,0.29028120,0.04804284
1.61000000,-1.92398698,0.97837109,0.27379071,0.04527819
1.61100000,-1.92623177,0.97884896,0.25243765,0.04150875
1.61200000,-1.92654167,0.97915104,0.29261241,0.04600464
1.61300000,-1.92379948,0.97820833,0.26998025,0.04486475
1.61400000,-1.92386458,0.97820443,0.27354836,0.04602134
1.61500000,-1.92608333,0.97885807,0.25976730,0.04712475
1.61600000,-1.92277604,0.97797656,0.25633924,0.04172748
1.61700000,-1.92581510,0.97886198,0.25689355,0.04393880
1.61800000,-1.92577344,0.97895182,0.23805040,0.03846728
1.61900000,-1.92446094,0.97870313,0.27583051,0.04269961
1.62000000,-1.92462240,0.97855339,0.26768413,0.04781449
1.62100000,-1.92252865,0.97804427,0.26434912,0.04268301
1.62200000,-1.92248958,0.97782552,0.28004239,0.04887988
1.62300000,-1.92297656,0.97812760,0.28764930,0.04751809
1.62400000,-1.92249479,0.97785417,0.28301582,0.04817060
1.62500000,-1.92078646,0.97739583,0.30416378,0.05169701
1.62600000,-1.92296615,0.97822396,0.26974270,0.04331397
1.62700000,-1.92264323,0.97796484,0.25524108,0.04251132
1.62800000,-1.92014062,0.97723307,0.29324483,0.04761431
1.62900000,-1.92117448,0.97757422,0.28860802,0.04834336
1.63000000,-1.91818750,0.97628255,0.31619437,0.05948074
1.63100000,-1.91991146,0.97710807,0.28440082,0.04917094
1.63200000,-1.92123177,0.97751432,0.26558204,0.04437098
1.63300000,-1.91681771,0.97589844,0.30812147,0.05628795
1.63400000,-1.91878906,0.97671094,0.28370025,0.04882468
1.63500000,-1.91655469,0.97568229,0.33622947,0.06238747
1.63600000,-1.92056771,0.97739323,0.27318055,0.04681234
1.63700000,-1.91595833,0.97547917,0.33015391,0.06556474
1.63800000,-1.72031771,0.20135286,0.32774651,20.67171832
1.63900000,-1.91961458,0.97702865,0.27600371,0.04671064
1.64000000,-1.79439323,0.51259375,3.74507179,110.73233809
1.64100000,-1.91585156,0.97580729,0.29183565,0.05165444
