temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.77214889,0.70430278,0.36648418,4.56161596
1.05000000,-1.77909889,0.73804944,0.29670288,7.43135286
1.10000000,-1.74659667,0.59071111,0.19135038,4.57873664
1.15000000,-1.76104556,0.71110500,0.47593658,8.24942261
1.20000000,-1.73628333,0.53224222,0.30021988,5.29398046
1.25000000,-1.78407111,0.92437167,0.17441670,0.22676599
1.30000000,-1.72458000,0.62088667,0.28604255,4.48336125
1.35000000,-1.71515000,0.62066056,0.52096387,9.14464432
1.40000000,-1.70918111,0.59210556,0.27641639,1.53826141
1.45000000,-1.70209667,0.67692778,0.43982760,4.94497836
1.50000000,-1.71924889,0.83631333,0.39694654,0.90012579
1.55000000,-1.71272778,0.91457722,0.45470346,1.28650216
1.60000000,-1.68445667,0.86729611,0.61545594,4.47783450
1.65000000,-1.66197778,0.84212056,0.50918870,1.19369022
1.70000000,-1.61992889,0.77778889,0.80858956,8.16182652
1.75000000,-1.62082444,0.86552333,0.62689850,0.88665266
1.80000000,-1.56605667,0.75218056,0.79454450,5.98545606
1.85000000,-1.54207444,0.79635278,0.83102716,3.58996343
1.90000000,-1.46958778,0.62004500,0.79623533,6.94228271
1.95000000,-1.45509222,0.71282333,1.00912645,4.76152314
2.00000000,-1.38893444,0.58325389,1.22538955,17.29407548
2.05000000,-1.30271667,0.40478944,0.84702784,11.10421359
2.10000000,-1.25706444,0.35112833,0.94876935,12.11871224
2.15000000,-1.22390778,0.31297778,0.87022056,11.60705340
2.20000000,-1.16776778,0.19259778,0.75441939,8.93607131
2.25000000,-1.12178111,0.16998333,0.68903093,11.32303579
2.30000000,-1.08455000,0.15975444,0.64035592,9.89359097
2.35000000,-1.05073111,0.14728056,0.64190751,9.59593415
2.40000000,-1.02722333,0.15736278,0.66419844,11.43331577
2.45000000,-0.99717889,0.14458167,0.59110877,9.48516691
2.50000000,-0.96266333,0.11284889,0.51991439,5.79263404
2.55000000,-0.94039444,0.11099444,0.49660620,6.08702259
2.60000000,-0.91687000,0.09781556,0.47249956,4.92754302
2.65000000,-0.89126333,0.09996611,0.44982545,4.93519556
2.70000000,-0.86728000,0.09028444,0.39664528,4.02237657
2.75000000,-0.84811000,0.08736833,0.40001083,3.67425357
2.80000000,-0.82635222,0.08234389,0.38576873,3.24144283
2.85000000,-0.80752000,0.08263611,0.36126086,3.14439582
2.90000000,-0.78888222,0.07752500,0.37063448,2.77361136
2.95000000,-0.77158778,0.07708722,0.32926987,2.79007920
3.00000000,-0.75891889,0.07474333,0.31228717,2.51507234
3.05000000,-0.74036778,0.07155500,0.28921245,2.26182250
3.10000000,-0.72670000,0.06882889,0.30175091,2.10888541
3.15000000,-0.71164667,0.06524556,0.27078849,1.91754300
3.20000000,-0.69739111,0.06294556,0.26780925,1.74023185
3.25000000,-0.68914000,0.06412722,0.26886264,1.73757947
3.30000000,-0.67332444,0.06408500,0.24998843,1.69143872
3.35000000,-0.65910556,0.05959444,0.23860701,1.47425750
3.40000000,-0.64893444,0.06443333,0.22833326,1.68657937
3.45000000,-0.63535444,0.05970889,0.21665038,1.45358350
3.50000000,-0.62585556,0.05852556,0.21191511,1.32380536
3.55000000,-0.61798444,0.05891222,0.21116518,1.35469869
3.60000000,-0.60523556,0.05632000,0.19421292,1.20415327
3.65000000,-0.59716889,0.05558500,0.18817353,1.17121509
3.70000000,-0.58595000,0.05412167,0.18637000,1.07694757
3.75000000,-0.57832222,0.05439556,0.17645510,1.13025193
3.80000000,-0.56876889,0.05364556,0.17622908,1.03706585
3.85000000,-0.56133111,0.05214833,0.16682602,0.95344780
3.90000000,-0.55052111,0.05144944,0.17062082,0.92193163
3.95000000,-0.54524111,0.05023389,0.15524924,0.91264553
4.00000000,-0.53712556,0.05193333,0.15359142,0.92764878
