temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.91076889,0.99369611,0.05152350,0.01333578
1.05000000,-1.87618889,0.77610167,0.07921565,0.74932481
1.10000000,-1.87124778,0.78270389,0.08692466,1.03548176
1.15000000,-1.84117778,0.67840222,0.49527065,5.65999634
1.20000000,-1.84768000,0.74389889,0.61352383,6.14376719
1.25000000,-1.85440444,0.79543167,0.14874801,0.74316512
1.30000000,-1.85398556,0.85697944,0.39386550,5.68140932
1.35000000,-1.85382667,0.88747667,0.26329632,1.06231646
1.40000000,-1.82710111,0.79501889,0.22043657,2.11377522
1.45000000,-1.82377778,0.81344222,0.51323675,10.98011567
1.50000000,-1.78794000,0.74682889,0.53522804,7.02247586
1.55000000,-1.79911444,0.82999667,0.54108221,4.24521645
1.60000000,-1.78264000,0.81213611,0.84935989,8.13612740
1.65000000,-1.79651222,0.94831000,0.37012416,0.15067684
1.70000000,-1.74807556,0.85567167,0.84242157,8.76415761
1.75000000,-1.74347000,0.90553944,0.64734281,2.88731977
1.80000000,-1.70092111,0.80715500,0.66254983,1.77335659
1.85000000,-1.69736111,0.90012500,0.63119044,0.49362736
1.90000000,-1.66572000,0.88306500,0.70711614,0.64177916
1.95000000,-1.60935778,0.81249000,1.08699504,6.72581075
2.00000000,-1.54621333,0.69331222,0.79663186,3.06135280
2.05000000,-1.53792556,0.80063722,0.89173207,1.40516712
2.10000000,-1.44729778,0.64458333,1.11434322,6.22284726
2.15000000,-1.36548889,0.54403833,1.19838777,8.45044780
2.20000000,-1.31112111,0.44216833,1.21502001,14.87521814
2.25000000,-1.26156333,0.42194389,1.23298190,23.63682493
2.30000000,-1.20167556,0.34128500,1.04231475,29.98586021
2.35000000,-1.13571667,0.23649778,0.88603514,19.27755128
2.40000000,-1.09385889,0.19466333,0.75412305,16.72577735
2.45000000,-1.05595556,0.18106222,0.70509736,11.10808771
2.50000000,-1.02442667,0.16115167,0.68846717,12.24612712
2.55000000,-0.99679444,0.12574556,0.59598423,7.07103522
2.60000000,-0.96217111,0.10788389,0.56495411,6.00028297
2.65000000,-0.93570778,0.11880778,0.56733420,7.19471077
2.70000000,-0.90836556,0.10347222,0.48158436,4.99880342
2.75000000,-0.88454889,0.11210778,0.44553738,6.08080349
2.80000000,-0.85903778,0.09572167,0.45080970,4.12196815
2.85000000,-0.84414222,0.08975222,0.41093623,3.65218350
2.90000000,-0.82517000,0.08578944,0.40710078,3.27650568
2.95000000,-0.79955667,0.07992833,0.37572923,3.11598154
3.00000000,-0.78184667,0.08096944,0.37081159,2.97616705
3.05000000,-0.76611222,0.07860667,0.33279145,2.75007208
3.10000000,-0.75173111,0.07784278,0.33141014,2.69710002
3.15000000,-0.73550222,0.07841333,0.31137329,2.58627028
3.20000000,-0.71880333,0.07127278,0.30706514,2.12119432
3.25000000,-0.70365444,0.07147000,0.27687083,2.13030000
3.30000000,-0.69252667,0.06641944,0.25935824,1.79125984
3.35000000,-0.67733333,0.06597500,0.25860410,1.79135406
3.40000000,-0.66484556,0.06409111,0.23671393,1.66386036
3.45000000,-0.65369778,0.06592944,0.24176352,1.68097785
3.50000000,-0.64168111,0.06248278,0.22136275,1.54859772
3.55000000,-0.63153444,0.05962667,0.21857885,1.38967116
3.60000000,-0.62165333,0.05750056,0.21546082,1.29214182
3.65000000,-0.60798556,0.05903111,0.21419173,1.35768881
3.70000000,-0.59739222,0.05442278,0.19061087,1.12079469
3.75000000,-0.58861556,0.05669778,0.19655313,1.18230217
3.80000000,-0.57865444,0.05533111,0.17679163,1.08389165
3.85000000,-0.57163111,0.05456556,0.17508287,1.09507973
3.90000000,-0.56221778,0.05250000,0.16981471,0.97560976
3.95000000,-0.55077778,0.04884944,0.16244272,0.84487233
4.00000000,-0.54607333,0.05327389,0.16012094,0.99361566
