temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.83955208,0.21688281,0.09853789,3.15151327
1.03000000,-1.99647917,0.99910417,0.02683843,0.00183161
1.06000000,-1.87605208,0.56044922,4.50964153,75.99428864
1.09000000,-1.99433073,0.99854167,0.04136022,0.00312914
1.12000000,-1.99256771,0.99808724,0.04885959,0.00379083
1.15000000,-1.99133073,0.99773828,0.05569344,0.00464573
1.18000000,-1.98990365,0.99738802,0.05875831,0.00483163
1.21000000,-1.98797917,0.99682422,0.07464077,0.00705748
1.24000000,-1.98560156,0.99622786,0.08012423,0.00726211
1.27000000,-1.98277083,0.99546484,0.09702393,0.00930010
1.30000000,-1.97967448,0.99464974,0.09996908,0.00984992
1.33000000,-1.97733854,0.99397005,0.10864095,0.01142223
1.36000000,-1.97295833,0.99279688,0.12655343,0.01372546
1.39000000,-1.96924740,0.99172656,0.14079391,0.01598931
1.42000000,-1.96602083,0.99082161,0.14648527,0.01759353
1.45000000,-1.95999740,0.98905990,0.16734106,0.02075000
1.48000000,-1.95317969,0.98711328,0.19253859,0.02540575
1.51000000,-1.94755469,0.98542318,0.20089938,0.02915801
1.54000000,-1.94207813,0.98382422,0.21591271,0.03185828
1.57000000,-1.93629948,0.98216797,0.23178476,0.03408912
1.60000000,-1.92792708,0.97963932,0.27886291,0.04370848
1.63000000,-1.92131250,0.97745703,0.28173849,0.05071951
1.66000000,-1.91027344,0.97402214,0.32129894,0.05935523
1.69000000,-1.90198177,0.97135286,0.36927585,0.07108759
1.72000000,-1.89165885,0.96790625,0.35658326,0.07803728
1.75000000,-1.88117187,0.96473568,0.37150136,0.07852144
1.78000000,-1.87126042,0.96125651,0.41138426,0.09538124
1.81000000,-1.85070052,0.95333203,0.47138734,0.13327599
1.84000000,-1.83910677,0.94984635,0.48820005,0.13173279
1.87000000,-1.82862500,0.94557682,0.57771831,0.17823575
1.90000000,-1.81272396,0.94014844,0.58909011,0.18014514
1.93000000,-1.79402344,0.93313021,0.54009182,0.19300992
1.96000000,-1.76903125,0.92214193,0.58318101,0.22796421
1.99000000,-1.75670052,0.91696484,0.63640924,0.28784902
2.02000000,-1.73253385,0.90557292,0.72891079,0.37373109
2.05000000,-1.71386979,0.89907943,0.71806154,0.39168314
2.08000000,-1.68952865,0.88749089,0.80305036,0.45056161
2.11000000,-1.64766667,0.85617578,1.05632171,1.40225172
2.14000000,-1.63292188,0.85097266,0.95529364,1.09666350
2.17000000,-1.59960417,0.83571615,1.03438656,1.11434420
2.20000000,-1.55248698,0.80412240,1.28249179,1.97953886
2.23000000,-1.50542448,0.74593750,1.42533868,5.05849963
2.26000000,-1.46243229,0.71951693,1.51270971,4.51046474
2.29000000,-1.38250260,0.56937109,2.23326683,164.98462577
2.32000000,-1.36928906,0.63286719,1.39239472,6.14501035
2.35000000,-1.23972135,0.20595703,0.95829774,10.57927341
2.38000000,-1.21223177,0.22493359,1.24693688,33.26253506
2.41000000,-1.18590625,0.17757161,1.13067007,24.54466008
2.44000000,-1.17554687,0.29906120,1.22740618,45.38596658
2.47000000,-1.13891146,0.23552474,0.99051874,31.95343571
2.50000000,-1.11533594,0.20273698,0.98424998,15.92097353
2.53000000,-1.07325781,0.15867318,0.68606925,13.05789508
2.56000000,-1.05765885,0.19165755,0.68231118,14.09449766
2.59000000,-1.02858854,0.12745573,0.65309364,8.11886456
2.62000000,-1.01469792,0.11744922,0.65802290,7.69485468
2.65000000,-0.99949219,0.15236328,0.63597017,12.80148141
2.68000000,-0.98323958,0.13754948,0.59398563,9.84276678
2.71000000,-0.95580208,0.13944661,0.59497799,10.70031537
