tc,beta,r_squared,slope,intercept,fit_points,is_valid
1.11000000,0.00000000,-inf,0.00000000,0.00000000,0 ,false
1.11010000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11020000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11030000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11040000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11050000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11060000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11070000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11080000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11090000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11100000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11110000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11120000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11130000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11140000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11150000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11160000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11170000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11180000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11190000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11200000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11210000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11220000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11230000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11240000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11250000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11260000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11270000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11280000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11290000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11300000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11310000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11320000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11330000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11340000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11350000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11360000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11370000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11380000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11390000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11400000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11410000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11420000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11430000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11440000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11450000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11460000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11470000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11480000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11490000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11500000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11510000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11520000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11530000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11540000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11550000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11560000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11570000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11580000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11590000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11600000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11610000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11620000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11630000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11640000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
1.11650000,0.00000000,-inf,0.00000000,0.00000000,1 ,false
