tc,beta,r_squared,slope,intercept,fit_points,is_valid
1.91000000,0.14914394,0.84562854,0.14914394,-0.12978643,8 ,true
1.91010000,0.07501096,0.89821974,0.07501096,-0.24939503,9 ,true
1.91020000,0.08253798,0.90905671,0.08253798,-0.23692870,9 ,true
1.91030000,0.08761929,0.91577119,0.08761929,-0.22858265,9 ,true
1.91040000,0.09158317,0.92066920,0.09158317,-0.22211498,9 ,true
1.91050000,0.09488746,0.92452288,0.09488746,-0.21675453,9 ,true
1.91060000,0.09774983,0.92769177,0.09774983,-0.21213520,9 ,true
1.91070000,0.10029246,0.93037427,0.10029246,-0.20805170,9 ,true
1.91080000,0.10259143,0.93269217,0.10259143,-0.20437633,9 ,true
1.91090000,0.10469759,0.93472589,0.10469759,-0.20102373,9 ,true
1.91100000,0.10664683,0.93653147,0.10664683,-0.19793378,9 ,true
1.91110000,0.10846544,0.93814963,0.10846544,-0.19506237,9 ,true
1.91120000,0.11017338,0.93961092,0.11017338,-0.19237611,9 ,true
1.91130000,0.11178615,0.94093889,0.11178615,-0.18984903,9 ,true
1.91140000,0.11331606,0.94215207,0.11331606,-0.18746052,9 ,true
1.91150000,0.11477308,0.94326537,0.11477308,-0.18519389,9 ,true
1.91160000,0.11616540,0.94429092,0.11616540,-0.18303546,9 ,true
1.91170000,0.11749982,0.94523877,0.11749982,-0.18097382,9 ,true
1.91180000,0.11878210,0.94611729,0.11878210,-0.17899937,9 ,true
1.91190000,0.12001712,0.94693361,0.12001712,-0.17710394,9 ,true
1.91200000,0.12120907,0.94769377,0.12120907,-0.17528053,9 ,true
1.91210000,0.12236159,0.94840300,0.12236159,-0.17352304,9 ,true
1.91220000,0.12347785,0.94906581,0.12347785,-0.17182619,9 ,true
1.91230000,0.12456063,0.94968615,0.12456063,-0.17018533,9 ,true
1.91240000,0.12561239,0.95026749,0.12561239,-0.16859634,9 ,true
1.91250000,0.12663532,0.95081289,0.12663532,-0.16705559,9 ,true
1.91260000,0.12763135,0.95132507,0.12763135,-0.16555981,9 ,true
1.91270000,0.12860224,0.95180646,0.12860224,-0.16410609,9 ,true
1.91280000,0.12954956,0.95225923,0.12954956,-0.16269179,9 ,true
1.91290000,0.13047474,0.95268534,0.13047474,-0.16131455,9 ,true
1.91300000,0.13137906,0.95308654,0.13137906,-0.15997220,9 ,true
1.91310000,0.13226371,0.95346445,0.13226371,-0.15866278,9 ,true
1.91320000,0.13312974,0.95382052,0.13312974,-0.15738451,9 ,true
1.91330000,0.13397816,0.95415607,0.13397816,-0.15613572,9 ,true
1.91340000,0.13480986,0.95447231,0.13480986,-0.15491493,9 ,true
1.91350000,0.13562567,0.95477036,0.13562567,-0.15372073,9 ,true
1.91360000,0.13642636,0.95505123,0.13642636,-0.15255185,9 ,true
1.91370000,0.13721264,0.95531588,0.13721264,-0.15140710,9 ,true
1.91380000,0.13798518,0.95556516,0.13798518,-0.15028537,9 ,true
1.91390000,0.13874458,0.95579989,0.13874458,-0.14918564,9 ,true
1.91400000,0.13949142,0.95602081,0.13949142,-0.14810696,9 ,true
1.91410000,0.14022622,0.95622861,0.14022622,-0.14704845,9 ,true
1.91420000,0.14094949,0.95642393,0.14094949,-0.14600926,9 ,true
1.91430000,0.14166169,0.95660738,0.14166169,-0.14498862,9 ,true
1.91440000,0.14236326,0.95677952,0.14236326,-0.14398581,9 ,true
1.91450000,0.14305460,0.95694087,0.14305460,-0.14300014,9 ,true
1.91460000,0.14373611,0.95709193,0.14373611,-0.14203096,9 ,true
1.91470000,0.14440814,0.95723315,0.14440814,-0.14107767,9 ,true
1.91480000,0.14507104,0.95736496,0.14507104,-0.14013969,9 ,true
1.91490000,0.14572514,0.95748778,0.14572514,-0.13921649,9 ,true
1.91500000,0.14637072,0.95760199,0.14637072,-0.13830756,9 ,true
1.91510000,0.14700810,0.95770794,0.14700810,-0.13741241,9 ,true
1.91520000,0.14763753,0.95780598,0.14763753,-0.13653059,9 ,true
1.91530000,0.14825928,0.95789643,0.14825928,-0.13566165,9 ,true
1.91540000,0.14887360,0.95797959,0.14887360,-0.13480520,9 ,true
1.91550000,0.14948071,0.95805576,0.14948071,-0.13396084,9 ,true
