temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.99706104,0.99925146,0.02415785,0.00161905
1.02000000,-1.91681738,0.28789233,0.05631457,23.51497519
1.04000000,-1.91572559,0.29505200,0.06220815,45.03488251
1.06000000,-1.91507715,0.51962305,0.06377200,19.10230105
1.08000000,-1.99468311,0.99863086,0.03598452,0.00272496
1.10000000,-1.91188672,0.14765674,0.07603957,15.80177752
1.12000000,-1.99307324,0.99821045,0.04692031,0.00367674
1.14000000,-1.97463379,0.94004224,3.22626125,42.83665267
1.16000000,-1.99093701,0.99765063,0.05262180,0.00433221
1.18000000,-1.99022559,0.99745532,0.05780240,0.00491076
1.20000000,-1.90249268,0.45746265,0.11052312,117.47257074
1.22000000,-1.98736914,0.99670386,0.06945284,0.00620297
1.24000000,-1.89827002,0.08720044,0.11829537,13.91756067
1.26000000,-1.98394092,0.99579028,0.08531431,0.00788089
1.28000000,-1.98252246,0.99539795,0.09497736,0.00918226
1.30000000,-1.98056445,0.99484644,0.10004252,0.01009768
1.32000000,-1.88762500,0.43194800,0.14923475,6.09161061
1.34000000,-1.97530176,0.99339282,0.12111924,0.01317121
1.36000000,-1.97334863,0.99286084,0.12592106,0.01395218
1.38000000,-1.97082568,0.99216797,0.13846378,0.01562174
1.40000000,-1.96819482,0.99143188,0.15160696,0.01778442
1.42000000,-1.87056445,0.14163184,0.18260660,13.14602577
1.44000000,-1.96186865,0.98958301,0.16635723,0.02114288
1.46000000,-1.95842920,0.98865967,0.17156696,0.02238694
1.48000000,-1.85916553,0.46432495,0.21211253,13.64751082
1.50000000,-1.95153418,0.98664795,0.18893465,0.02519660
1.52000000,-1.94762842,0.98547412,0.20445676,0.02907201
1.54000000,-1.94200098,0.98378174,0.24163559,0.03556005
1.56000000,-1.93848340,0.98274756,0.23959802,0.03657234
1.58000000,-1.93340283,0.98122632,0.26229846,0.04180760
1.60000000,-1.82771191,0.23729492,0.27630016,23.21289526
1.62000000,-1.92242773,0.97779126,0.26926786,0.04568126
1.64000000,-1.91774072,0.97637524,0.29780941,0.05050223
1.66000000,-1.81106348,0.44349146,0.32320003,15.40012138
1.68000000,-1.90522412,0.97242993,0.29884937,0.05601845
1.70000000,-1.89832520,0.97011938,0.36507052,0.07369731
1.72000000,-1.89211035,0.96818750,0.36436445,0.07592427
1.74000000,-1.77831348,0.24685962,0.38024259,9.61831914
1.76000000,-1.87584326,0.96229980,0.38385296,0.09854953
1.78000000,-1.86921973,0.96040576,0.41718173,0.10106329
1.80000000,-1.79466846,0.56102637,3.27085282,272.52634748
1.82000000,-1.85074316,0.95377002,0.49076491,0.13756276
1.84000000,-1.84162061,0.95022217,0.46148684,0.14022693
1.86000000,-1.78371777,0.72549219,3.24411067,166.08760508
1.88000000,-1.81966211,0.94195312,0.52303282,0.16747818
1.90000000,-1.80989551,0.93882153,0.52177990,0.16196667
1.92000000,-1.79882275,0.93423437,0.57328592,0.20003289
1.94000000,-1.78765039,0.92967407,0.61683387,0.24850684
1.96000000,-1.77117627,0.92171777,0.69569092,0.35466275
1.98000000,-1.76051611,0.91765356,0.73840411,0.38551079
2.00000000,-1.74619824,0.91159229,0.73625249,0.36120680
2.02000000,-1.73327930,0.90649829,0.73851629,0.41015718
2.04000000,-1.71352539,0.89551099,0.77517277,0.52781023
2.06000000,-1.69699072,0.88743701,0.84860902,0.67164895
2.08000000,-1.68030127,0.87987378,0.73644016,0.54921272
2.10000000,-1.66718994,0.87362939,0.87464436,0.66039609
2.12000000,-1.64547510,0.86146558,0.95342292,0.74898578
2.14000000,-1.61163672,0.83176953,1.14803468,1.97467815
2.16000000,-1.59762012,0.83010278,1.24243016,1.58108857
2.18000000,-1.57273730,0.80318994,1.31959371,3.12139053
2.20000000,-1.53357227,0.76822778,1.27888455,3.34034280
2.22000000,-1.52856055,0.77674927,1.49039518,4.25593688
2.24000000,-1.46844482,0.67676025,1.76963872,10.95598013
2.26000000,-1.47265625,0.72224902,1.58488010,6.06676725
2.28000000,-1.35550537,0.27039014,1.39904232,72.01184505
2.30000000,-1.34590088,0.39295825,2.20141666,67.32429501
2.32000000,-1.36137012,0.57617822,1.80882087,14.25810077
2.34000000,-1.27541846,0.21019702,1.20198991,42.54376398
2.36000000,-1.25276221,0.21212866,1.14210057,33.88204116
2.38000000,-1.22520068,0.12579565,1.06354205,37.54806944
2.40000000,-1.20556982,0.12983911,1.03319362,42.68889143
2.42000000,-1.18226709,0.13282568,1.16165580,53.58796121
2.44000000,-1.15740820,0.10738232,1.01940121,26.51695255
2.46000000,-1.14950537,0.17869165,1.06524111,33.41885595
2.48000000,-1.12881348,0.09383740,0.91336156,22.92758710
2.50000000,-1.10734570,0.10073999,0.84066057,26.77770664
2.52000000,-1.08721777,0.09425220,0.78228542,21.13381283
2.54000000,-1.07647070,0.07752100,0.75353847,14.19963889
2.56000000,-1.05969189,0.06613184,0.77925384,10.53596996
2.58000000,-1.04276465,0.07045752,0.71368892,11.69904114
2.60000000,-1.03022998,0.06835474,0.65483804,11.47596010
2.62000000,-1.01166455,0.07580615,0.70121548,12.54543859
2.64000000,-1.00217773,0.06702954,0.63756523,10.72290436
2.66000000,-0.98949805,0.06419238,0.65730649,9.67293301
2.68000000,-0.97588867,0.05888379,0.62217675,7.55307291
2.70000000,-0.96095752,0.04669385,0.56938233,5.41446444
2.72000000,-0.95546436,0.06602344,0.57926063,10.03562045
2.74000000,-0.94363818,0.05629590,0.59822764,7.83453742
2.76000000,-0.93236279,0.05877295,0.56003205,8.06579379
2.78000000,-0.91823438,0.05360425,0.54644639,6.05970676
2.80000000,-0.90962646,0.05291455,0.49262257,6.48723220
2.82000000,-0.89804639,0.05514673,0.51587713,6.80545877
2.84000000,-0.88802197,0.05421582,0.49591330,6.55932656
2.86000000,-0.88059033,0.04764062,0.52586121,5.00861915
2.88000000,-0.86938818,0.04519800,0.48417562,4.65337709
2.90000000,-0.85876270,0.04944849,0.42814120,5.66294811
2.92000000,-0.85409766,0.04879004,0.47313472,4.89349629
2.94000000,-0.84499854,0.04662500,0.44293517,4.70889647
2.96000000,-0.83343115,0.04128613,0.40797502,3.70369251
