temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.00000000,-1.91798542,0.81640449,0.23657205,3.45448174
1.05000000,-1.91383689,0.80291378,0.26278642,3.18880122
1.10000000,-1.91615991,0.82054360,0.12053494,2.55926859
1.15000000,-1.90596756,0.80519991,0.30236932,4.23273520
1.20000000,-1.93148658,0.93907764,0.17126547,2.27534192
1.25000000,-1.91499618,0.87500138,0.17731099,2.21965912
1.30000000,-1.91147200,0.89712107,0.21993587,2.20712424
1.35000000,-1.89423822,0.84977911,0.29792915,3.68336689
1.40000000,-1.89499582,0.87792964,0.26026212,3.10818413
1.45000000,-1.88496053,0.87849004,0.39472506,6.86320732
1.50000000,-1.88930338,0.94532529,0.27793190,1.32376280
1.55000000,-1.86642560,0.89388902,0.44922719,5.83028212
1.60000000,-1.86914498,0.96165600,0.36179178,1.69712016
1.65000000,-1.85069182,0.94554729,0.36384125,0.78040817
1.70000000,-1.83360373,0.94219436,0.47022457,2.59132284
1.75000000,-1.81235733,0.93487387,0.54147540,3.17683597
1.80000000,-1.79325751,0.93842196,0.49193568,0.19085008
1.85000000,-1.76673378,0.92709009,0.56922125,0.28529207
1.90000000,-1.73501520,0.91019453,0.66631618,1.01557081
1.95000000,-1.70402791,0.89757533,0.71050864,0.50189863
2.00000000,-1.66548631,0.87732204,0.82728852,0.70223687
2.05000000,-1.61681707,0.83755102,0.99116267,2.51023632
2.10000000,-1.56791022,0.81180111,1.07851776,1.92066554
2.15000000,-1.50098747,0.74286013,1.29504289,6.90775166
2.20000000,-1.42767493,0.65433733,1.46976294,13.22074149
2.25000000,-1.34884160,0.55389711,1.41610037,20.79803355
2.30000000,-1.26028498,0.38107400,1.33720007,32.11890240
2.35000000,-1.19306622,0.28394253,1.03277000,28.33632080
2.40000000,-1.14261653,0.23660471,0.90940063,22.43840434
2.45000000,-1.10339796,0.21638751,0.86469299,20.88360098
2.50000000,-1.06061760,0.17600542,0.73260409,14.16327425
2.55000000,-1.02715200,0.15849022,0.68729650,12.04106809
2.60000000,-0.99311378,0.14168831,0.62435662,9.86222182
2.65000000,-0.96307716,0.12777853,0.58047443,8.10316915
2.70000000,-0.93420151,0.11789267,0.52994891,6.87011573
2.75000000,-0.90888462,0.11107436,0.49943486,5.92936469
2.80000000,-0.88441760,0.10341436,0.47492255,5.12947391
2.85000000,-0.86086480,0.09907738,0.44162761,4.65286300
2.90000000,-0.83938311,0.09467978,0.42571083,4.22635135
2.95000000,-0.81937120,0.08874302,0.39495469,3.66235329
3.00000000,-0.80002498,0.08577756,0.37256668,3.38845754
3.05000000,-0.78085440,0.08280302,0.35308719,3.10919322
3.10000000,-0.76385867,0.07950124,0.34301767,2.84431630
3.15000000,-0.74751644,0.07649991,0.32087334,2.55941084
3.20000000,-0.73196747,0.07345831,0.30031712,2.35299689
3.25000000,-0.71698844,0.07247858,0.29432003,2.23119455
3.30000000,-0.70248942,0.06931182,0.27884730,2.03675329
3.35000000,-0.68833636,0.06813618,0.26624582,1.91429798
3.40000000,-0.67526969,0.06627044,0.25627972,1.79386859
3.45000000,-0.66274133,0.06540484,0.24404079,1.73678893
3.50000000,-0.65036942,0.06365507,0.23563721,1.62315198
3.55000000,-0.63917307,0.06256209,0.23070864,1.52947442
3.60000000,-0.62731298,0.06113222,0.22255009,1.44558848
3.65000000,-0.61726409,0.06021547,0.21143590,1.38963665
3.70000000,-0.60670498,0.05840302,0.20357982,1.29859826
3.75000000,-0.59640764,0.05813338,0.19670399,1.25811801
3.80000000,-0.58705058,0.05660907,0.18946427,1.18335297
3.85000000,-0.57754853,0.05674609,0.18271699,1.17544437
3.90000000,-0.56847520,0.05582996,0.17742614,1.11323449
3.95000000,-0.55971707,0.05429938,0.17184498,1.04587910
4.00000000,-0.55108916,0.05377831,0.16389227,1.01268402
