temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.50000000,-1.95182422,0.98674219,0.19665355,0.02694025
1.50100000,-1.95285938,0.98695508,0.20404296,0.02798644
1.50200000,-1.95167187,0.98671289,0.21761109,0.02894108
1.50300000,-1.94887109,0.98587305,0.16689480,0.02296634
1.50400000,-1.94967187,0.98609375,0.21274264,0.02983087
1.50500000,-1.94969922,0.98601562,0.21205527,0.02977679
1.50600000,-1.95035547,0.98635938,0.20758819,0.02784109
1.50700000,-1.94979297,0.98596680,0.19951815,0.03053660
1.50800000,-1.86469141,0.77728320,3.83901546,37.93283229
1.50900000,-1.94979688,0.98620898,0.20543088,0.02788291
1.51000000,-1.75602344,0.21586523,0.28385704,24.94722061
1.51100000,-1.94899609,0.98588477,0.21114019,0.02991466
1.51200000,-1.94830859,0.98566406,0.20116235,0.02852286
1.51300000,-1.94787109,0.98555273,0.20546467,0.02900743
1.51400000,-1.94953516,0.98614258,0.18465125,0.02449011
1.51500000,-1.94839063,0.98569727,0.22434522,0.03123110
1.51600000,-1.75794922,0.09422266,0.27637652,7.35385961
1.51700000,-1.75643359,0.18163672,0.24430867,4.87921284
1.51800000,-1.94532031,0.98493555,0.22040084,0.02995983
1.51900000,-1.94682812,0.98521289,0.20882526,0.03073815
1.52000000,-1.94713281,0.98531641,0.21061588,0.02919325
1.52100000,-1.82733203,0.50784180,3.63915288,117.12007517
1.52200000,-1.94688281,0.98526172,0.19893023,0.02869858
1.52300000,-1.94832422,0.98567578,0.18891604,0.02641385
1.52400000,-1.79674219,0.54550586,2.91933964,41.37339956
1.52500000,-1.94600391,0.98500781,0.21531625,0.03037660
1.52600000,-1.94598047,0.98468164,0.20882144,0.04003612
1.52700000,-1.94465625,0.98460547,0.22412135,0.03151624
1.52800000,-1.94608984,0.98508008,0.20328031,0.02856235
1.52900000,-1.94564844,0.98499609,0.19711432,0.02767555
1.53000000,-1.74937500,0.22300195,0.28312027,25.92961019
1.53100000,-1.94671094,0.98527539,0.21233979,0.02887839
1.53200000,-1.94496875,0.98469336,0.20178650,0.02969064
1.53300000,-1.94315625,0.98424023,0.23292533,0.03229533
1.53400000,-1.94143750,0.98361328,0.23375480,0.03390314
1.53500000,-1.94446875,0.98446289,0.19905612,0.02881457
1.53600000,-1.94130859,0.98354883,0.23671240,0.03395099
1.53700000,-1.94325391,0.98419336,0.21434569,0.03130680
1.53800000,-1.94342969,0.98409375,0.20676401,0.03369652
1.53900000,-1.94409766,0.98456250,0.23753140,0.03261753
1.54000000,-1.94083984,0.98357617,0.21192164,0.03127465
1.54100000,-1.94330469,0.98427930,0.21194823,0.03001450
1.54200000,-1.94346875,0.98424805,0.23014805,0.03381053
1.54300000,-1.94314844,0.98406836,0.24390645,0.03645078
1.54400000,-1.94257813,0.98393359,0.21816599,0.03215806
1.54500000,-1.94305078,0.98400391,0.23708748,0.03536585
1.54600000,-1.94151172,0.98367187,0.23885001,0.03406573
1.54700000,-1.94327734,0.98423242,0.20505652,0.02987049
1.54800000,-1.92201953,0.92871094,1.48642732,17.66499616
1.54900000,-1.93988281,0.98299414,0.22084874,0.03500028
1.55000000,-1.93964453,0.98324023,0.22969302,0.03236250
1.55100000,-1.93967969,0.98306641,0.24261502,0.03601784
1.55200000,-1.94046484,0.98334375,0.24205781,0.03624158
1.55300000,-1.94037891,0.98319141,0.24135042,0.03698176
1.55400000,-1.93997266,0.98307617,0.21335053,0.03318748
1.55500000,-1.79422266,0.42510742,3.30559004,83.87089021
1.55600000,-1.93857031,0.98268750,0.20757898,0.03306632
1.55700000,-1.79165625,0.41493555,2.78104879,154.11120442
1.55800000,-1.93852344,0.98276953,0.21682057,0.03180238
1.55900000,-1.93522656,0.98179102,0.25668322,0.03887375
1.56000000,-1.93813281,0.98266016,0.23776347,0.03537940
1.56100000,-1.93823047,0.98273438,0.24048731,0.03512972
1.56200000,-1.93985156,0.98325000,0.22145112,0.03372135
1.56300000,-1.93764844,0.98245703,0.25914008,0.03899171
1.56400000,-1.93835938,0.98268359,0.22888257,0.03489161
1.56500000,-1.93758203,0.98246094,0.25724055,0.04066394
1.56600000,-1.93583984,0.98133008,0.23040583,0.07372615
1.56700000,-1.74073047,0.29450195,0.28410756,19.31290393
1.56800000,-1.93636719,0.98218555,0.23113729,0.03367735
1.56900000,-1.93739453,0.98250586,0.23783959,0.03507696
1.57000000,-1.93524609,0.98179492,0.24472387,0.03646487
1.57100000,-1.93565234,0.98174805,0.25492936,0.04145940
1.57200000,-1.93543750,0.98175586,0.25471859,0.04013776
1.57300000,-1.93469531,0.98165234,0.24615560,0.03773334
1.57400000,-1.93429297,0.98135156,0.24525313,0.03886321
1.57500000,-1.93528906,0.98159180,0.25637216,0.04182137
1.57600000,-1.93367578,0.98140234,0.25519712,0.03904147
1.57700000,-1.93278516,0.98116406,0.24646456,0.03683136
1.57800000,-1.93392969,0.98139453,0.22877368,0.03629328
1.57900000,-1.93190234,0.98069727,0.25842061,0.04089641
1.58000000,-1.93115234,0.98066211,0.24307738,0.03579213
1.58100000,-1.93419922,0.98146289,0.22164501,0.03432341
1.58200000,-1.93342578,0.98117188,0.22119118,0.03562144
1.58300000,-1.93257422,0.98124023,0.24592619,0.03606921
1.58400000,-1.93216406,0.98067773,0.26125391,0.04583321
1.58500000,-1.93212891,0.98051563,0.27353973,0.04897827
