temperature,e_per_spin,m_abs_per_spin,c_per_spin,susceptibility
1.10000000,-1.87847900,0.15885425,0.09158895,1.35932908
1.10500000,-1.95039404,0.99562793,0.05763628,0.00874124
1.11000000,-1.95804932,0.99588257,0.05538750,0.00886160
1.11500000,-1.95203174,0.99521851,0.06384359,0.01018029
1.12000000,-1.94908691,0.99491479,0.06603872,0.01021440
1.12500000,-1.95452539,0.99543799,0.06563779,0.00927808
1.13000000,-1.87551953,0.27012207,0.09953298,9.85665955
1.13500000,-1.95444336,0.99528125,0.06573513,0.01007804
1.14000000,-1.94728662,0.99511743,0.06674391,0.01014811
1.14500000,-1.87245654,0.17616577,0.09854253,4.76795966
1.15000000,-1.93678613,0.99331689,0.07213386,0.01249663
1.15500000,-1.94520947,0.99423877,0.06871788,0.01085599
1.16000000,-1.95391406,0.99481567,0.06694892,0.00967150
1.16500000,-1.93288037,0.99348315,0.08066456,0.01402682
1.17000000,-1.94361084,0.99314722,0.07649046,0.01330905
1.17500000,-1.86725049,0.42157349,0.10443311,24.21287001
1.18000000,-1.95178955,0.99408887,0.07875466,0.01150504
1.18500000,-1.93496826,0.99219971,0.08666909,0.01660599
1.19000000,-1.94346289,0.99227930,0.08171034,0.01545813
1.19500000,-1.83568799,0.31284692,0.13226506,7.46346650
1.20000000,-1.93184814,0.99229248,0.08996675,0.01523419
1.20500000,-1.93772949,0.99202075,0.08941385,0.01517755
1.21000000,-1.87148486,0.62640039,0.11556828,4.47405376
1.21500000,-1.94084863,0.99208228,0.09422249,0.01664903
1.22000000,-1.86270166,0.21153955,0.12286226,17.00273574
1.22500000,-1.93489893,0.99147168,0.09180229,0.01635989
1.23000000,-1.93177832,0.99167651,0.09388818,0.01568720
1.23500000,-1.94539160,0.99284351,0.10393815,0.01569736
1.24000000,-1.93826270,0.99149048,0.10144929,0.01765038
1.24500000,-1.93079346,0.99083008,0.10371164,0.01737622
1.25000000,-1.86551318,0.14387109,0.12374247,5.79754383
1.25500000,-1.85864209,0.10167212,0.12681532,2.30302003
1.26000000,-1.92942773,0.99055640,0.11528123,0.02176770
1.26500000,-1.93871387,0.99037695,0.09913389,0.01758024
1.27000000,-1.94080518,0.99151709,0.10421388,0.01556954
1.27500000,-1.93443018,0.98998511,0.11233998,0.01927381
1.28000000,-1.93177100,0.99017358,0.11223001,0.01926956
1.28500000,-1.85001709,0.22057056,0.15000864,3.13619497
1.29000000,-1.89364502,0.77929346,2.98952405,86.71423204
1.29500000,-1.85779980,0.18677881,0.14878056,7.84992419
1.30000000,-1.85019238,0.03941235,0.15251616,6.13500222
1.30500000,-1.85207129,0.08303320,0.14931051,12.50286650
1.31000000,-1.93863574,0.99032104,0.12512800,0.01998598
1.31500000,-1.91859082,0.98677295,0.13470004,0.02740470
1.32000000,-1.93607373,0.98985693,0.12744845,0.02010644
1.32500000,-1.84203760,0.14357593,0.16242599,3.55012648
1.33000000,-1.85285449,0.32747998,0.17525164,50.34605187
